음식 재료
카눈
빵나무
해안선인장
용과
트라이앵글 선인장
포도
거봉
델라웨어
머루
머스캣
샤인머스캣
콩코드(포도)
캠벨포도
청포도
피오네(동음이의어)
감
구기자나무
꽈리
다래
비파나무
석류
으름
양매
대추
주목(나무)
키위(과일)
토마토
방울토마토
구아바
나랑히야
나무토마토
낸스
노니
두리안
대추야자
루비솔트부쉬
https://en.m.wikipedia.org/wiki/Melicoccus_bijugatus
마룰라
망고
망고스틴
뮤직 트리
미드겐베리
미라클베리
바나나
https://tropicalplant.tistory.com/241
https://tropicalplant.tistory.com/240
https://en.m.wikipedia.org/wiki/Dacryodes_edulis
백향과
스타 애플
스너프 트리
아보카도
아세롤라
https://tropicalplant.tistory.com/92
https://tropicalplant.tistory.com/91
양초열매
엘더베리
올리브
자탁
자보티카바
카람볼라
캐슈애플
케이프 구즈베리
카카오
캄부카
커피나무
커피
코코넛
https://en.m.wikipedia.org/wiki/Mangifera_odorata
쿠푸아수
파인애플
파파야
페피노
후쿠기
견과류
갈릭넛
개암나무
도토리
땅콩
마카다미아
밤(열매)
브라질너트
사차인치
아몬드
은행나무
잣
카카오닙스
캐슈넛
캔들넛
피스타치오
피칸
해바라기
헤이즐넛
호두
틀:고기
틀:곡물
틀:과일
틀:채소
틀:식용 해조류
틀:향신료
귤속
귤속
귤
만다린
포멜로
시트론
불수감
당유자
만백유
금귤
두금감
마운트화이트라임
미크란타
의창지
인도귤
카피르라임
탱자
핑거라임
레몬
비터오렌지
오렌지
자몽
네이블오렌지
발렌시아오렌지
블러드오렌지
오렌지
감자(과일)
광귤
기주밀감
동정귤
병감
병귤
빈귤
산귤
사두감
유감(과일)
인창귤
온주밀감
지중해감귤
진귤
청귤
탄제린
편귤
하귤
홍귤
만감류
가을향
깜산
노을향
달코미
동백향
레드향
만감
머콧
미니향
서지향
설국향
설향(감귤)
쇼군(동음이의어)
신예감
써니트
앙코르(식물)
윈터프린스
이예감
진지향
천혜향
청견
청희오렌지
카라향
클레멘타인
탐나는봉
탐라향
팔삭
한라봉
한라향
황금향
영귤
유자
칼라만시
사계귤
키라임
스위티
베르가모트
페르시아라임
라임
만감류
파페다
오렌지 주스
기각(한약재)
감귤나무
당귤나무
레몬나무
유자나무
자몽나무
스윙글 체계
다나카 체계
귤화위지
남귤북지
회귤유친
썬키스트
델몬트
팁코
딸기
산딸기
블랙베리
라즈베리
블루베리
크랜베리
넌출월귤
배(과일)
서양배
키위(과일)
다래
토마토
채소로 분류되기도 한다.
파인애플
포도
건포도
복숭아
천도복숭아
감
구아바
구즈베리
꽃사과
대추
대추야자
두리안
람부탄
리치(과일)
망고
망고스틴
매실
머루
멜론
모과
무화과
바나나
버찌
앵두
체리
서로 조금씩 다르지만, 사촌들이다.
보리수
복분자
빵나무
사과
살구
수박
스타후르츠
시솝
애플망고
옐로베리
꽈리와 유사한 것 같다(...).
용과
용안
이리사바이
자두
잭프루트
진들딸기
참외
코코넛
파파야
견과류
갈릭넛
개암나무
도토리
땅콩
콩의 일종이자 견과류이다.
마카다미아
밤(열매)
브라질너트
아마씨
아몬드
은행나무
잣
캐슈넛
피스타치오
피칸
해바라기씨
헤이즐넛
호두
호박씨
채소
채소
양배추
콜라비
콜리플라워
브로콜리
케일
콜라드
적채
배추
순무
채심
청경채
갓(채소)
쌈추
유채
자차이
루타바가
마카(채소)
무(채소)
무청
시래기
우거지
열무
알타리무
냉이
와사비
로켓(식물)
고추
피망
파프리카
페페론치노
할라피뇨
청양고추
부트 졸로키아
레드 사비나 하바네로
고구마
공심채
메꽃
가지(채소)
감자
토마토
토란
타로
곤약
돌나물
돌단풍
박(식물)
수박
여주(과일)
멜론
호박
애호박
늙은호박
오이
단호박
수세미
울외
동아
시금치
비름
명아주
사탕무
근대(채소)
비트(채소)
퉁퉁마디
쇠비름
루바브
하수오
미나리
셀러리
당귀
흥거
시호(식물)
당근
설탕당근
고수(채소)
파슬리
두릅
인삼
아스파라거스
둥굴레
무릇
용설란
마늘
대파
양파
샬롯
부추
쪽파
삼동파
달래
락교
리크
코끼리마늘
산마늘
아욱
목화
오크라
카카오
마쉬멜로우
곤드레
치커리
쑥
쑥갓
우엉
곰취
민들레
씀바귀
상추
양상추
야콘
아티초크
머위
로메인 상추
돼지감자
부지갱이
고들빼기
도라지
더덕
콩
대두
콩나물
풋콩
녹두
숙주나물
강낭콩
렌틸
작두콩
땅콩
서리태
완두
병아리콩
팥
구아
칡
송이버섯
능이버섯
표고버섯
팽이버섯
영지버섯
참송이버섯
새송이버섯
트러플
양송이버섯
목이버섯
식용 버섯
식용 버섯
식용 버섯
고사리
연근
죽순
생강
카사바
마(식물)
으름
파극천
옻나무
틀:고기
틀:곡물
틀:과일
틀:채소
틀:식용 해조류
틀:향신료
감자
고구마
고사리
근대(채소)
당근
돌나물
=돈나물
무(채소)
배추
브로콜리
상추
아스파라거스
양배추
오이
콩나물
숙주나물
케일
토마토
호박
우엉
연근
마(식물)
야콘
가지(채소)
피망
파프리카
양파
시금치
부추
미나리
쑥갓
고기
고기
적색육
쇠고기
송아지 고기
돼지고기
양고기
염소고기
말고기
사슴
개고기
곰고기
고양이고기
쥐
뉴트리아
박쥐고기
고래고기
멧돼지
캥거루 고기
낙타
순록
바다표범
당나귀고기
가금류
닭고기
오리고기
꿩고기
거위
비둘기
칠면조
메추라기
타조
참새
토끼고기
수산물
생선
개구리
거북
악어
뱀
충식
대체육
배양육
식물성 고기
가공육
다짐육
패티(고기)
기러기
토끼
송아지 고기
틀:고기
틀:곡물
틀:과일
틀:채소
틀:식용 해조류
틀:향신료
쇠고기
쇠고기
소머리
목살
척아이롤
등심
살치살
새우살
립아이
토마호크(고기)
쇼트 로인
채끝살
안심(고기)
우둔
우둔
쇠고기
부챗살
소갈비
LA 갈비
우대 갈비
안창살
쇠고기
쇠고기
도가니
양지(쇠고기)
차돌박이
우삼겹
쇠고기
사태(고기)
사태(고기)
사태(고기)
우족
우족
양(소)
천엽
홍창
곱창
대창
우황
우신
사골
선지
수구레
우지(기름)
육우(축산)
한우
호주산 쇠고기
와규
미국산 쇠고기
앵거스
젖소
송아지 고기
마블링(축산)
숙성(축산)
웻 에이징
드라이 에이징
광우병 논란
프로틴플레이션
돼지고기
돼지고기
돼지머리
목살
가브리살
등심
뒷다리살
항정살
돼지갈비
갈매기살
안심(고기)
앞다리살
삼겹살
족발
족발
돼지곱창
막창
새끼보
오소리감투
돼지기름
돼지껍데기
뒷고기
비계
선지
토마호크(고기)
베이컨
소시지
순대
햄
돼지
돼지
돼지
돼지
선진(기업)
팜스코
농업협동조합
보성녹돈
한돈
프로틴플레이션
닭고기
닭고기
닭모가지
닭가슴살
닭봉
닭날개
닭넓적다리
닭다리
닭발
닭껍질
닭똥집
계륵
계란
닭고기
프로틴플레이션
양고기
오리고기
칠면조
비둘기
말고기
염소고기
고래고기
쥐고기
중국의 일부지역과 남미에서 주로 식용한다. 몰론 식용이 따로 있다. 돼지고기 먹는답시며 야생에서 멧돼지 사냥해다가 만들어먹지 않는것처럼.
개고기
배양육
가공육
햄
프레스햄
런천미트
푸딩 햄
혼합소시지
어육소시지
다만 이건 수산물가공품으로 분류된다.
프로슈토
하몬
스팸
소시지
살라미
비엔나 소시지
염장고기
육포
콘비프
판체타
페미컨
보르츠
베이컨
볼로냐
앙두예트
핫도그
핫도그 번 사이에 들어가는 길다란 소시지 자체를 핫도그라 칭하기도 한다.
차슈
유제품
우유
원유
가공우유
가공우유
초콜릿 우유
딸기우유
바나나우유
커피우유
저지방 우유
치즈
치즈
우유
산양유 치즈
생치즈
크림 치즈
마스카르포네 치즈
모짜렐라
리코타
라브네
페타 치즈
흰 곰팡이 핀 연성치즈
카수 마르주
반경성 치즈
하우다 치즈
콜비잭 치즈
블루 치즈
고르곤졸라
체다
에멘탈 치즈
파르미지아노 레지아노
스포크 치즈
파르미지아노 레지아노
가공치즈
스트링 치즈
스모크 치즈
모조치즈
치즈 가루
치즈/종류
분류:치즈
치즈
버터
요구르트
야쿠르트
연유
분유
생크림
휘핑크림
사워크림
생선
생선
꼴뚜기
낙지
문어
오징어
쭈꾸미
해삼
거북손
게
꽃게
대게
참게
새우
대하
바닷가재
닭새우
조개
가리비
꼬막
굴(어패류)
대합
맛조개
모시조개
바지락
소라(동물)
전복
재첩
키조개
피조개
홍합
조류(식물)
틀:식용 해조류
틀:식용 해조류
홍조류
김(음식)
꼬시래기
우뭇가사리
갈조류
곰피
다시마
뜸부기(해조류)
모자반
미역
톳
녹조류
가시파래
매생이
김(음식)
바다포도
청각(해조류)
클로렐라
파래
틀:고기
틀:곡물
틀:과일
틀:채소
틀:식용 해조류
틀:향신료
감태
김(음식)
다시마
매생이
모자반
미역
톳
파래
충식
누에
주로 건강식품으로 많이 팔린다.
번데기(음식)
거저리
메뚜기
조미료
장류
장류
고추장
고추장
초고추장
쌈장
된장
된장
청국장
막장
미소(된장)
된장
강된장
토장
청태장
생황장
지레장
간장
간장
쯔유
노추
간장
산분해 간장
조미간장
진간장
흑간장
겹장
어간장
멸장
춘장
기름장
낫토
두반장
XO소스
해선장
굴소스
담북장
팥장
두부장
비지장
어육장
마장
식용유
식용유
겨자유
고추기름
노니 오일
녹차씨유
달맞이씨유
대추야자유
동백기름
들기름
마가린
마카다미아 오일
면실유
무씨기름
바닐라 오일
브라질너트 오일
비자기름
사차인치 오일
산초기름
아르간 오일
아마인유
아몬드기름
아보카도 오일
옥수수유
올리브유
인삼씨유
잣기름
참기름
참외씨유
카놀라유
카카오버터
코코넛 오일
콩기름
파기름
팜유
포도씨유
피스타치오 오일
피칸 오일
해바라기씨유
햄프씨드 오일
헤이즐넛 오일
현미유
호두유
호박씨유
홍화씨유
간유
개기름(식용유)
거위기름
고래기름
다슬기기름
닭기름
돼지기름
말기름
밀웜 오일
버터
기(식용유)
번데기기름
사슴기름
소기름
악어기름
양기름
연어기름
염소기름
오리기름
오소리기름
자라기름
지네기름
참치기름
초록입홍합 오일
크릴 오일
타조기름
쇼트닝
식용유
스프레드(식품)
당
설탕
흑설탕
사탕수수
올리고당
프락토/이소말토/갈락토/자일로/말토/혼합
정제당
삼온당
황설탕
조청
꿀
땅콩버터
시럽
메이플 시럽
아가베 시럽
버터스카치
청(식재료)
액상과당
잼(음식)
마멀레이드
허니버터
타가토스
베지마이트
마마이트
양념
소스
드레싱
마요네즈
랜치
홀랜다이즈 소스
머스터드 소스
케첩
케찹 마니스
살사
우스터 소스
핫소스
타바스코
타르타르 소스
스리라차 소스
젓갈
액젓
피시 소스
멸치젓소스
커리
마살라
갖은양념
다대기
브라운 소스
그레이비 소스
데미글라스 소스
데리야키
베샤멜 소스
시즈닝
참소스
고추냉이
토마토 소스
소금
죽염
토판염
암염
식초
발사믹 식초
육수
스톡
가다랑어포
후리카케
향신료
향신료
달래
대파
마늘
부추
양파
샬롯
쪽파
강황
https://ko.m.wikipedia.org/wiki/%EA%B3%A0%EB%9F%89%EA%B0%95
생강
갓(채소)
겨자
냉이
와사비
홀스래디쉬
고수(채소)
딜(허브)
미나리
셀러리
아위
파슬리
회향
고추
깻잎
치커리
감초
계피
들깨
민감초
바닐라
사프란
산초(식물)
셀러리 시드
실피움
아니스(초본)
육두구
메이스
정향
참깨
초피
카르다몸
케이퍼
쿠민
타마린드
팔각
호로파
후추
허브(식물)
개박하
라벤더
레몬그라스
레몬밤
로즈마리(허브)
바질(허브)
박하
배초향
세이보리
세이지(허브)
스테비아
오레가노
월계수
재스민
제라늄
차조기
카피르라임
캐모마일
타임(허브)
틀:고기
틀:곡물
틀:과일
틀:채소
틀:식용 해조류
틀:향신료
허브(식물)
향이 강한 채소를 말한다. 허브(Herb)도 향채의 일종.
허브(식물)
라벤더
박하
로즈마리(허브)
캐모마일
재스민
딜(허브)
레몬밤
타임(허브)
월계수
제라늄
바질(허브)
오레가노
고수(채소)
세이보리
세이지(허브)
파슬리
레몬그라스
개박하
스테비아
로켓(식물)
카피르라임
허브(식물)
허브차
고추
고추
캐롤라이나 리퍼
부트 졸로키아
레드 사비나 하바네로
프릭끼누
쥐똥고추
페페론치노
타바스코
청양고추
할라피뇨
오이고추
풋고추
홍고추
꽈리고추
피망
파프리카
고춧가루
캡사이신
스코빌 척도
후추
파
대파(식물)
쪽파
겨자
머스터드
생강
동남아 생강
강황
=터메릭
시나몬
계피
고추냉이
마늘
바닐라
사프란
깻잎
들깨
달래
부추
양파
차조기
회향
=펜넬
커민
=쿠민, 즈란, 쯔란
소두구
=카더뭄
육두구
=넛맥
메이스
타마린드
올스파이스
산초(식물)
=초피, 화조, 천초, 쓰촨페퍼
팔각
=스타아니스
정향
=클로브
귤
오신채
오신채
마늘
부추
달래
흥거
대파
버섯
색소
치자나무
쪽
캐러멜 색소
인공조미료
추출물질이기 때문에 첨가물로 분류된다. 하지만 마트에 가면 조미료 코너에 있다.
다시다
사카린
삭카린나트륨 또는 뉴슈가
아스파탐
자일리톨
MSG
미원(조미료)
아지노모도
수크랄로스
스테비오사이드
산화방지제
삼차뷰틸하이드로퀴논
스테비오사이드
팽창제
베이킹 파우더
탄산수소나트륨
가공식품
보존식품
통조림
참치통조림
고추참치
병조림
식물성 고기
대두단백
=콩고기
밀고기
어묵
게맛살
핫바
두부
유부
냉동식품
레토르트 식품
시리얼(음식)
만두
참치마요
에너지바
두유
아몬드밀크
마가린
미숫가루
국수
국수
파스타
파스타/종류
링귀네
부카티니
스파게티
카펠리니
타야린
탈리아텔레
페투치네
로텔레
리가토니
마카로니
콘킬리에
푸실리
파르팔레
펜네
오르초
쿠스쿠스(식재료)
파르팔레
프레골라
뇨키
라자냐
라비올리
일일배송 식품
틀:건조 방식
분무건조
열풍건조
동결건조
자연건조
진공건조
기호식품
기호품
기호식품
껌
사탕
초콜릿
쿠키
핫초콜릿
아이스크림
샤베트
젤라토
양갱
한과
캐러멜
과자
젤리
음료
술
차
커피
주스
에이드
스무디
슬러시
프라페
스쿼시(동음이의어)
밀크셰이크
탄산음료
핫초콜릿
에너지 드링크
라떼
담배
커피
커피
커피
블랙커피
에스프레소
리스트레토
에스프레소 룽고
카페 아메리카노
드립 커피
콜드 브루 커피
튀르크 커피
냉커피
질소 커피
베리에이션 커피
우유를 넣은 커피
스팀 밀크
카페라떼
카페오레
카페 모카
카푸치노
코르타도
마키아토
플랫 화이트
카페 콘 레체
에스프레소 콘 판나
카페 아인슈페너
아포가토
방탄커피
달고나 커피
프라페
깔루아
B-52(칵테일)
깔루아 밀크
벨벳 해머
블랙 러시안
에스프레소 마티니
퀵퍽
푸스 카페 레인보우
화이트 러시안
아이리시 커피
카페 로열
커피 추출 방법
에스프레소
에스프레소 메이커
전자동 에스프레소 머신
반자동 에스프레소 머신
캡슐 커피
파드 커피
레버 에스프레소 메이커
휴대용 에스프레소 메이커
드립 커피
드리퍼
드립 커피 메이커
콜드 브루 커피
프렌치 프레스
클로버(커피 머신)
모카포트
터키 커피
에어로프레스
인스턴트 커피
커피믹스
자판기 커피
맥심(커피)
맥심 카누
롯데 칸타타
스타벅스 비아
맥스웰하우스
네스카페
캔커피
맥심 T.O.P
롯데 칸타타
레쓰비
스타벅스 RTD
조지아(커피)
맥스웰하우스
네스카페
카페
루왁커피
바리스타
크레마
모카
대용 커피
커피 젤리
카페인
커피스틱
커피 체인점
카공족
이디야
카페베네
할리스
탐앤탐스
투썸플레이스
이디야
카페베네
할리스
탐앤탐스
투썸플레이스
엔제리너스 커피
폴 바셋(커피 체인점)
빽다방
카페 드롭탑
카페 띠아모
엔제리너스 커피
폴 바셋(커피 체인점)
빽다방
카페 드롭탑
카페 띠아모
요거프레소
더카페
커피에반하다
COFFEEBAY
메가MGC커피
요거프레소
더카페
커피에반하다
COFFEEBAY
메가MGC커피
컴포즈커피
더벤티
더리터
감성커피
하삼동커피
컴포즈커피
더벤티
더리터
감성커피
하삼동커피
텐퍼센트커피
카페봄봄
카페051
어벤더치커피
하이오커피
텐퍼센트커피
카페봄봄
카페051
어벤더치커피
하이오커피
스타벅스
커피 빈 앤 티 리프
파스쿠찌
블루보틀
일리카페
스타벅스
커피 빈 앤 티 리프
파스쿠찌
블루보틀
일리카페
차
차
녹차
우전차
세작
호지
청차
우롱차
홍차
다즐링
밀크티
버블티
아삼(동음이의어)
일월담
짜이
차옌
차이(음료)
리제
흑차
보이차
청태전
콤부차
말차
엽차
다구
주전자
자사호
탕관
찻잔
개완
다완(찻잔)
스트레이너
티백
차/각국의 차 문화들
다과
다과회
다례
다방
티타임
차
가지차
감잎차
감초차
강죽차
개암차
결명자차
계지차
계화차
고삼차
곽향차
구기자차
국화차
귤피차
귤화차
길경차
꿀물
냉이차
냉차
노각차
녹두차
누룽지차
당귀차
당근차
대나무차
대추차
대파차
더덕차
도화차
동백차
동아차
돼지감자차
두충차
두향차
둥굴레차
들깨차
딸기차
땅콩차
레몬차
루이보스차
마늘차
마름차
매실차
매화차
머위차
메밀차
모과차
목련차
목향차
무잎차
민들레차
방풍차
벚꽃차
보리차
복령차
복숭아차
비트차
비파차
사과차
산약차
삽주차
상지차
새삼차
생강차
석류차
설차
소태차
속단차
솔잎차
송화차
수박차
수수차
수유차
시호차
쌍화차
쑥차
아욱차
앵두차
양파차
여주차
연근차
연잎차
영지차
예르바 마떼
오디차
오미자차
오이차
옥수수수염차
옥수수차
와송차
우슬차
우엉차
울금차
원지차
유자차
율무차
으름차
은행차
인동차
인삼차
잇꽃차
자두차
자몽차
자색옥수수차
자소차
작두콩차
작약차
잔대차
장미차
재스민차
지황차
참깨차
참외차
창포차
치자차
치커리차
탱자차
토란차
파인애플차
팥차
포도차
한라봉차
해바라기차
허브차
헛개나무차
현미차
형개차
호두차
호박차
홍삼차
황기차
후박차
후추차
히비스커스차
술
술이 대한민국에서 법적인 식품으로 인정받은 것은 무려 2013년의 일이다(...) 기사 이전에는 주세법으로 관리되었고 식품으로 간주하지도 않았다.
술
양조주
과일주
사과주
포도주
맥주
청주(술)
약주
탁주
막걸리
크바스
사케
황주(술)
치차(음료)
벌꿀술
아이락
풀케
킬유
혼성주
과하주
주정강화 와인
합주(술)
증류주
과일주
라키아
람바녹
브랜디
코냑
아르마냑
피스코
애플 브랜디
칼바도스(브랜디)
애플잭(술)
키르슈바서
포메이스 브랜디
그라파
마르
백주
보드카
위스키
코른(술)
쇼츄
아와모리
소주
증류식 소주
럼
데킬라
카샤사
아드보카트
희석식 소주
혼성주
리큐르
비터스
큐라소
리큐르 소주
라크(술)
아락
아쿠아비트
압생트
파스티스
진(술)
약소주
우조
소맥
양주(술)
대중 양주
맛술
미림
술지게미
주정
칵테일
폭탄주
담금주
RTD(음료)
술 관련 정보
음료
틀:전통음료
갈근탕
경소탕
금분탕
꿀물
녹운탕
녹차
두구탕
모과탕
미숫가루
배숙(음료)
봉수탕
생맥산
소주온미
송화밀수
수단(음료)
수문탕
수정과
수지탕
숙매탕
숭늉
식혜
십전대보탕
쉰다리
쌍화탕
암향탕
양위탕
오미탕
옥설탕
온조탕
원소병
유자차
자소탕
제호탕
지황고자탕
창면
청태전
타락죽
한국의 전통주
화채
해성탕
행락탕
회향탕
주스
탄산음료
사이다
소다
진저에일
콜라
토닉워터
이온음료
감주
량샤
숙취해소제
약으로 분류되기도 하지만, 대부분 식품법상 건강음료에 속한다.
에너지 드링크
초콜릿
초콜릿
초콜릿
초콜릿
초콜릿
카카오
카카오매스
카카오버터
카카오 파우더
카카오닙스
다크 초콜릿
화이트 초콜릿
분류:초콜릿
과자
과자
과자
과자
과자
과자
분류:과자
과자/공산품
한과
한국의 전통 과자.
화과자
일본의 전통 과자.
풀빵
서양의 전통 과자.
틀:유로피안 디저트
갈레트
갸또
구겔후프
다쿠아즈
돈두르마
로쿰
뢰드그뢰드 메드 플뢰데
마들렌
마카롱
머랭쿠키
메도빅
몽블랑(케이크)
밀푀유
바바 오 럼
바스크 치즈케이크
바움쿠헨
바클라바
뷔슈 드 노엘
블랑망제
비스코티
빅토리아 케이크
사브레
셈라
쇼트브레드 쿠키
수플레
슈니발렌
슈바르츠발트 키르쉬토르테
슈크림
슈톨렌
슈트루델
스콘
아이스크림
아포가토
사과 파이
에클레르
엔사이마다
오랑제뜨
오페라(동음이의어)
와플
자허토르테
젤라토
추로스
추르치헬라
카사타
까눌레
카놀리
크레이프
크렘 브륄레
크로캉부슈
크루아상
클라푸티
타르트
타르트 타탱
트라이플
트러플(초콜릿)
티그레
티라미수
파네토네
파르페
파운드 케이크
판나코타
판도로
퐁당 오 쇼콜라
푸딩
프랄린(초콜릿)
프랄린(프랑스 요리)
프린세스토르타
피낭시에
누가(과자)
바
비스킷
사탕
스낵
쿠키
크래커
칩
아이스크림
아이스크림
아이스크림
아이스크림
아이스크림
분류:빙과류
빵
빵/종류
떡
떡
가랍떡
감떡
감자떡
개떡
거말떡
고구마떡
구름떡
귀리떡
근대떡
김치떡
깻잎떡
꿀떡
느티떡
달떡
달팽이떡
댑싸리떡
도토리떡
두텁떡
마꽃떡
만경떡
망개떡
메싹떡
무지개떡
무치(떡)
밀기울떡
백설기
보리떡
복령떡
봉치떡
상추떡
새미떡
서속떡
석이편
석탄병
솔방울떡
송편
순채떡
술떡
시루떡
여주산병
옥수수떡
외랑떡
율무떡
인삼떡
임지떡
조롱이떡
조침떡
청치주먹떡
취떡
칠곡떡
콩떡
호박떡
혼돈병
흑임자떡
가래떡
개피떡
고치떡
바나나떡
배피떡
살구떡
송기떡
숯떡
오쟁이떡
인절미
절편
좁쌀떡
찹쌀떡
찰떡
곤떡
괴명떡
구절떡
노티(떡)
부꾸미
비지떡
빙떡
우메기
개성주악
호떡
화전(요리)
경단
꼬장떡
닭알떡
돌래떡
오그랑떡
오메기떡
잣구리
즘떡
LA 찹쌀떡
기름떡볶이
떡갈비
당귀떡
당콩떡
떡국
떡국떡
떡꼬치
떡만둣국
떡볶이
떡케이크
모시떡
물떡
소떡소떡
약밥
웃기떡
주걱떡
총떡
라면
라면
패스트푸드
패스트푸드
젤리
젤리
담배
기호식품의 일종으로 분류하기도 한다.
담배
식품/제조사
식품/제조사
요리
요리
자격증
한식조리기능사
양식조리기능사
일식조리기능사
중식조리기능사
복어조리기능사
한식조리산업기사
양식조리산업기사
일식조리산업기사
중식조리산업기사
복어조리산업기사
제과기능사
제빵기능사
떡제조기능사
제과산업기사
제빵산업기사
조리기능장
제과기능장
바리스타
조주기능사
티마스터
틀:세계의 요리
동아시아
한국 요리
북한 요리
일본 요리
일본 요리
중국 요리
몽골 요리
홍콩/문화
대만 요리
티베트 요리
동남아시아
베트남 요리
라오스 요리
캄보디아 요리
태국 요리
미얀마 요리
말레이시아 요리
싱가포르 요리
인도네시아 요리
필리핀 요리
브루나이 요리
남아시아
인도 요리
남인도 요리
파키스탄 요리
방글라데시 요리
네팔 요리
스리랑카 요리
부탄 요리
몰디브 요리
아프가니스탄 요리
서아시아
중앙아시아
북아프리카
아랍 요리
이란 요리
이스라엘 요리
우즈베키스탄 요리
타지키스탄 요리
투르크메니스탄 요리
카자흐 · 키르기스 요리
위구르 요리
쿠르드 요리
베르베르 요리
유럽
영국 요리
아일랜드 요리
프랑스 요리
네덜란드 요리
벨기에 요리
독일 요리
오스트리아 요리
스위스 요리
룩셈부르크 요리
이탈리아 요리
스페인 요리
포르투갈 요리
그리스 요리
튀르키예 요리
루마니아 · 몰도바 요리
슬로베니아 요리
크로아티아 요리
세르비아 요리
불가리아 요리
알바니아 · 코소보 요리
체코 요리
헝가리 요리
슬로바키아 요리
폴란드 요리
북마케도니아 요리
스웨덴 요리
노르웨이 요리
덴마크 요리
핀란드 요리
아이슬란드 요리
에스토니아 요리
라트비아 요리
리투아니아 요리
러시아 요리
벨라루스 요리
우크라이나 요리
조지아 요리
아르메니아 요리
아제르바이잔 요리
북아메리카
중앙아메리카
미국 요리
캐나다 요리
멕시코 요리
쿠바 요리
바하마 요리
남아메리카
페루 요리
칠레 요리
브라질 요리
아르헨티나 요리
아프리카
에티오피아 · 에리트레아 요리
마다가스카르 요리
중앙아프리카공화국 요리
세네갈 · 감비아 요리
남아프리카공화국 요리
모리셔스 요리
소말리아 · 지부티 요리
카보베르데 요리
모리타니 요리
나이지리아 요리
가나 요리
세이셸 요리
모잠비크 요리
우간다 요리
케냐 · 탄자니아 요리
말리 · 니제르 요리
콩고 요리
앙골라 요리
가봉 요리
오세아니아
호주 요리
뉴질랜드 요리
하와이 요리
피지 요리
동아시아 요리
동남아시아 요리
중동 지역 고유 음식
지중해 요리
오세아니아 요리
서양 요리
아프리카 요리
라틴아메리카 요리
남아시아 요리
중앙아시아 요리
소련 요리
퓨전 요리
경양식
급식
전쟁/요리
환자식
사찰 요리
불교
할랄 푸드
이슬람교
코셔 푸드
유대교
식당
식당
식기
식기
식기
식기
분류:요리 기구
분류:식기
분류:식용 도구
화학
분자생물학
생화학
생물물리학
물리화학
틀:물리화학
유기화학
무기화학
고분자화학
수학
미분방정식
이산수학
매듭이론
유기화합물
아미노산
카복실산
리간드
유전체
아데닌
티민
구아닌
사이토신
우라실
리보스
디옥시리보스
뉴클레오타이드
핵산
인트론
엑손
오페론
프로모터
RNA
mRNA
tRNA
rRNA
리보솜
리보자임
DNA
Alu
게놈
텔로미어
효소
보조인자
효소
NADH
NADPH
플래빈 아데닌 다이뉴클레오타이드
뉴클레이스
디하이드록실레이스
레닌(효소)
루비스코
루시페레이스
라이소자임
라이페이스
말테이스
셀룰레이스
